codigo_proyecto;codigo_recurso;año;trimestre;unidad_medida;tipo_contraprestacion;valor_contraprestacion;cantidad_producida
1;2;2023;2;METROS CUBICOS;REGALIAS;378767;1275
1;4;2023;2;METROS CUBICOS;REGALIAS;2017969;7223
1;5;2023;2;GRAMOS;REGALIAS;462244;50
1;2;2023;1;METROS CUBICOS;REGALIAS;101431;0
1;4;2023;1;METROS CUBICOS;REGALIAS;177137;0
1;5;2023;1;GRAMOS;REGALIAS;18059254;2041
1;5;2023;1;GRAMOS;REGALIAS;24203157;2678
1;5;2023;1;GRAMOS;REGALIAS;26025790;2827
1;5;2023;2;GRAMOS;REGALIAS;3850748;420
1;5;2023;2;GRAMOS;REGALIAS;16132601;1761
1;5;2023;2;GRAMOS;REGALIAS;15297973;166
1;6;2023;1;GRAMOS;REGALIAS;34593;301
1;6;2023;1;GRAMOS;REGALIAS;12952;113
1;6;2023;1;GRAMOS;REGALIAS;51268;448
1;6;2023;2;GRAMOS;REGALIAS;539;5
1;6;2023;2;GRAMOS;REGALIAS;2936;268
1;6;2023;2;GRAMOS;REGALIAS;21829;199
1;2;2023;1;METROS CUBICOS;REGALIAS;1800015;6315
1;2;2023;2;METROS CUBICOS;REGALIAS;2514644;5475
1;4;2023;1;METROS CUBICOS;REGALIAS;1692014;6315
1;4;2023;2;METROS CUBICOS;REGALIAS;2128463;5474
1;2;2023;1;METROS CUBICOS;REGALIAS;658713;2312
1;2;2023;2;METROS CUBICOS;REGALIAS;8462859;26439
1;4;2023;1;METROS CUBICOS;REGALIAS;1276663;4766
1;4;2023;2;METROS CUBICOS;REGALIAS;2629328;8737
1;5;2023;1;GRAMOS;REGALIAS;4888540;636
1;5;2023;1;GRAMOS;REGALIAS;8896487;1133
1;6;2023;1;GRAMOS;REGALIAS;7469;86
1;6;2023;1;GRAMOS;REGALIAS;14416;160
1;11;2023;1;TONELADAS;REGALIAS;464196;404
1;18;2023;1;TONELADAS;REGALIAS;1360122;397
1;5;2023;1;GRAMOS;REGALIAS;761761249;91359
1;5;2023;1;GRAMOS;REGALIAS;988057174;109155
1;5;2023;1;GRAMOS;REGALIAS;1338639817;147402
1;5;2023;2;GRAMOS;REGALIAS;982800117;108536
1;5;2023;2;GRAMOS;REGALIAS;1246458486;13362
1;5;2023;2;GRAMOS;REGALIAS;885703191;99936
1;6;2023;1;GRAMOS;REGALIAS;7742990;86952
1;6;2023;1;GRAMOS;REGALIAS;7541701;75942
1;6;2023;1;GRAMOS;REGALIAS;9492977;94223
1;6;2023;2;GRAMOS;REGALIAS;8565761;954
1;6;2023;2;GRAMOS;REGALIAS;4197273;36437
1;6;2023;2;GRAMOS;REGALIAS;2734845;39295
1;2;2023;1;METROS CUBICOS;REGALIAS;1388787;5906
1;2;2023;2;METROS CUBICOS;REGALIAS;1725505;7687
1;4;2023;1;METROS CUBICOS;REGALIAS;1233210;5526
1;4;2023;2;METROS CUBICOS;REGALIAS;1281356;5781
1;5;2023;1;GRAMOS;REGALIAS;31531950;3564
1;5;2023;1;GRAMOS;REGALIAS;41065458;4584
1;5;2023;1;GRAMOS;REGALIAS;36634834;3984
1;5;2023;2;GRAMOS;REGALIAS;35528107;3866
1;5;2023;2;GRAMOS;REGALIAS;25863936;2822
1;5;2023;2;GRAMOS;REGALIAS;30613838;3315
1;6;2023;1;GRAMOS;REGALIAS;20056;176
1;6;2023;1;GRAMOS;REGALIAS;46223;402
1;6;2023;1;GRAMOS;REGALIAS;39162;340
1;6;2023;2;GRAMOS;REGALIAS;44809;395
1;6;2023;2;GRAMOS;REGALIAS;46942;429
1;6;2023;2;GRAMOS;REGALIAS;33106;303
1;5;2023;1;GRAMOS;REGALIAS;2308110;260
1;5;2023;1;GRAMOS;REGALIAS;8464481;924
1;5;2023;1;GRAMOS;REGALIAS;7304801;797
1;5;2023;2;GRAMOS;REGALIAS;1509372;161
1;5;2023;2;GRAMOS;REGALIAS;2510628;270
1;6;2023;1;GRAMOS;REGALIAS;805;7
1;6;2023;1;GRAMOS;REGALIAS;2531;22
1;6;2023;1;GRAMOS;REGALIAS;219;2
1;6;2023;2;GRAMOS;REGALIAS;534;5
1;6;2023;2;GRAMOS;REGALIAS;112;10
1;5;2023;1;GRAMOS;REGALIAS;10137828;1144
1;5;2023;1;GRAMOS;REGALIAS;10368706;1126
1;5;2023;2;GRAMOS;REGALIAS;10774800;1176
1;5;2023;2;GRAMOS;REGALIAS;952042;102
1;6;2023;1;GRAMOS;REGALIAS;400427;348
1;6;2023;1;GRAMOS;REGALIAS;460916;4006
1;6;2023;2;GRAMOS;REGALIAS;505054;4612
1;6;2023;2;GRAMOS;REGALIAS;348;3
1;1;2023;1;TONELADAS;REGALIAS;3342648;12202
1;1;2023;2;TONELADAS;REGALIAS;1513694;5395
1;5;2023;1;GRAMOS;REGALIAS;12241892;1402
1;5;2023;1;GRAMOS;REGALIAS;17313773;1995
1;5;2023;1;GRAMOS;REGALIAS;21386747;239
1;5;2023;2;GRAMOS;REGALIAS;21861758;2378
1;5;2023;2;GRAMOS;REGALIAS;4734735;508
1;5;2023;2;GRAMOS;REGALIAS;12297029;1321
1;6;2023;1;GRAMOS;REGALIAS;12098;113
1;6;2023;1;GRAMOS;REGALIAS;23646;228
1;6;2023;1;GRAMOS;REGALIAS;21141;197
1;6;2023;2;GRAMOS;REGALIAS;28504;267
1;6;2023;2;GRAMOS;REGALIAS;1119;10
1;6;2023;2;GRAMOS;REGALIAS;11508;102
1;9;2023;1;TONELADAS;REGALIAS;75579;745
1;5;2023;1;GRAMOS;REGALIAS;12389875;105
1;5;2023;1;GRAMOS;REGALIAS;10692269;825
1;5;2023;2;GRAMOS;REGALIAS;5801321;414
1;5;2023;2;GRAMOS;REGALIAS;2300745;165
1;6;2023;1;GRAMOS;REGALIAS;9389;104
1;6;2023;1;GRAMOS;REGALIAS;3488;31
1;6;2023;2;GRAMOS;REGALIAS;1623;15
1;6;2023;2;GRAMOS;REGALIAS;663;6
1;2;2023;1;METROS CUBICOS;REGALIAS;1443469;542
1;2;2023;2;METROS CUBICOS;REGALIAS;775238;2409
1;4;2023;1;METROS CUBICOS;REGALIAS;2448064;9795
1;4;2023;2;METROS CUBICOS;REGALIAS;1700693;5621
1;2;2023;1;METROS CUBICOS;REGALIAS;28776;101
1;2;2023;2;METROS CUBICOS;REGALIAS;573463;1782
1;4;2023;1;METROS CUBICOS;REGALIAS;37234;139
1;4;2023;2;METROS CUBICOS;REGALIAS;539163;1782
1;2;2023;1;METROS CUBICOS;REGALIAS;244454;858
1;4;2023;1;METROS CUBICOS;REGALIAS;536274;2002
1;2;2023;2;METROS CUBICOS;REGALIAS;177172;551
1;4;2023;2;METROS CUBICOS;REGALIAS;1114770;3684
1;1;2023;1;TONELADAS;REGALIAS;36739;131
1;15;2023;1;METROS CUBICOS;REGALIAS;2735018;3292
1;15;2023;2;METROS CUBICOS;REGALIAS;7455;7944
1;5;2023;1;GRAMOS;REGALIAS;5650596;637
1;6;2023;1;GRAMOS;REGALIAS;31296;272
1;8;2023;2;TONELADAS;REGALIAS;80470476;3686
1;2;2023;1;METROS CUBICOS;REGALIAS;153682;0
1;4;2023;1;METROS CUBICOS;REGALIAS;170124;0
1;5;2023;1;GRAMOS;REGALIAS;66798286;7556
1;5;2023;1;GRAMOS;REGALIAS;54923886;6139
1;5;2023;1;GRAMOS;REGALIAS;73481892;7995
1;5;2023;2;GRAMOS;REGALIAS;96152492;10455
1;5;2023;2;GRAMOS;REGALIAS;29276913;3137
1;5;2023;2;GRAMOS;REGALIAS;138724495;14905
1;6;2023;1;GRAMOS;REGALIAS;522261;4655
1;6;2023;1;GRAMOS;REGALIAS;1324590;11512
1;6;2023;1;GRAMOS;REGALIAS;1327564;11571
1;6;2023;2;GRAMOS;REGALIAS;3962462;36193
1;6;2023;2;GRAMOS;REGALIAS;80823;720
1;6;2023;2;GRAMOS;REGALIAS;4521986;3992
1;3;2023;2;METROS CUBICOS;REGALIAS;3042000;21579
1;4;2023;1;METROS CUBICOS;REGALIAS;3917860;19478
1;4;2023;2;METROS CUBICOS;REGALIAS;2185119;9587
1;28;2023;1;METROS CUBICOS;REGALIAS;149071;61
1;28;2023;2;METROS CUBICOS;REGALIAS;47858;17
1;5;2023;1;GRAMOS;REGALIAS;26123964;2964
1;5;2023;1;GRAMOS;REGALIAS;9845858;1069
1;5;2023;1;GRAMOS;REGALIAS;15801473;1719
1;5;2023;2;GRAMOS;REGALIAS;10125355;108
1;5;2023;2;GRAMOS;REGALIAS;12303801;1321
1;5;2023;2;GRAMOS;REGALIAS;23378567;2512
1;6;2023;1;GRAMOS;REGALIAS;14197;123
1;6;2023;1;GRAMOS;REGALIAS;2789;24
1;6;2023;1;GRAMOS;REGALIAS;12604;112
1;6;2023;2;GRAMOS;REGALIAS;20936;196
1;6;2023;2;GRAMOS;REGALIAS;1462942;12626
1;6;2023;2;GRAMOS;REGALIAS;16732;148
1;7;2023;1;TONELADAS;REGALIAS;2859188;11881
1;1;2023;1;TONELADAS;REGALIAS;4749292;18277
1;1;2023;2;TONELADAS;REGALIAS;2821054;10055
1;4;2023;1;METROS CUBICOS;REGALIAS;1299692;0
1;4;2023;2;METROS CUBICOS;REGALIAS;724881;0
1;5;2023;1;GRAMOS;REGALIAS;18531155;2095
1;5;2023;1;GRAMOS;REGALIAS;26107819;2834
1;5;2023;1;GRAMOS;REGALIAS;31628164;3447
1;5;2023;2;GRAMOS;REGALIAS;26144135;2818
1;5;2023;2;GRAMOS;REGALIAS;26466746;2837
1;5;2023;2;GRAMOS;REGALIAS;217851794;23409
1;6;2023;1;GRAMOS;REGALIAS;27347;240
1;6;2023;1;GRAMOS;REGALIAS;37334;324
1;6;2023;1;GRAMOS;REGALIAS;44634;402
1;6;2023;2;GRAMOS;REGALIAS;38658;357
1;6;2023;2;GRAMOS;REGALIAS;45341;399
1;6;2023;2;GRAMOS;REGALIAS;110404;973
1;5;2023;1;GRAMOS;REGALIAS;143361224;16542
1;5;2023;1;GRAMOS;REGALIAS;23503839;2565
1;6;2023;1;GRAMOS;REGALIAS;2753993;2611
1;6;2023;1;GRAMOS;REGALIAS;488042;4457
1;5;2023;1;GRAMOS;REGALIAS;10018259;109
1;5;2023;2;GRAMOS;REGALIAS;5789350;622
1;5;2023;2;GRAMOS;REGALIAS;15153691;1623
1;5;2023;2;GRAMOS;REGALIAS;12250187;1316
1;6;2023;1;GRAMOS;REGALIAS;18974;168
1;6;2023;2;GRAMOS;REGALIAS;10928;102
1;6;2023;2;GRAMOS;REGALIAS;2921;260
1;6;2023;2;GRAMOS;REGALIAS;24627;219
1;2;2023;1;METROS CUBICOS;REGALIAS;1668256;0
1;4;2023;1;METROS CUBICOS;REGALIAS;3044621;0
1;2;2023;1;METROS CUBICOS;REGALIAS;3875044;19456
1;4;2023;1;METROS CUBICOS;REGALIAS;7072079;37767
1;2;2023;1;METROS CUBICOS;REGALIAS;414388;0
1;4;2023;1;METROS CUBICOS;REGALIAS;282126;0
1;2;2023;1;METROS CUBICOS;REGALIAS;146612;0
1;5;2023;1;GRAMOS;REGALIAS;10449226;1184
1;5;2023;2;GRAMOS;REGALIAS;4729491;504
1;5;2023;2;GRAMOS;REGALIAS;1273302;137
1;6;2023;2;GRAMOS;REGALIAS;7786;73
1;6;2023;2;GRAMOS;REGALIAS;248;21
1;1;2023;1;TONELADAS;REGALIAS;3012258;12517
1;1;2023;2;TONELADAS;REGALIAS;3036739;10823
1;2;2023;1;METROS CUBICOS;REGALIAS;1789649;6281
1;2;2023;2;METROS CUBICOS;REGALIAS;2666898;8271
1;5;2023;2;GRAMOS;REGALIAS;6498169;699
1;6;2023;2;GRAMOS;REGALIAS;284;3
1;5;2023;1;GRAMOS;REGALIAS;5630117;635
1;5;2023;2;GRAMOS;REGALIAS;22794448;1621
1;6;2023;1;GRAMOS;REGALIAS;6312;55
1;6;2023;2;GRAMOS;REGALIAS;24559;230
1;7;2023;1;TONELADAS;REGALIAS;571;2101
1;1;2023;1;TONELADAS;REGALIAS;1151000;4102
1;1;2023;2;TONELADAS;REGALIAS;1072738;3823
1;2;2023;1;METROS CUBICOS;REGALIAS;1301175;281
1;4;2023;1;METROS CUBICOS;REGALIAS;18311;100
1;9;2023;1;TONELADAS;REGALIAS;2942;290
1;22;2023;2;TONELADAS;REGALIAS;80186;30
1;10;2023;2;TONELADAS;REGALIAS;1443;334
1;2;2023;1;METROS CUBICOS;REGALIAS;775141;2721
1;3;2023;1;METROS CUBICOS;REGALIAS;17300000;138766
4;8;2023;1;TONELADAS;REGALIAS;229897992565;1858151
4;8;2023;1;TONELADAS;REGALIAS;222647043923;1799546
4;8;2023;1;TONELADAS;REGALIAS;244635277304;1977266
4;8;2023;2;TONELADAS;REGALIAS;225936652272;1908276
4;8;2023;2;TONELADAS;REGALIAS;202696277767;1711987
4;8;2023;2;TONELADAS;REGALIAS;192956649451;1629725
4;8;2023;2;TONELADAS;COMPENSACIÓN;342195931520;0
1;9;2023;1;TONELADAS;REGALIAS;5859850;57763
1;9;2023;2;TONELADAS;REGALIAS;5472900;47762
1;28;2023;1;METROS CUBICOS;REGALIAS;215376;11
1;28;2023;1;METROS CUBICOS;REGALIAS;68239;32
1;3;2023;2;METROS CUBICOS;REGALIAS;920544;6759
5;8;2023;1;TONELADAS;REGALIAS;19512930609;0
1;3;2023;1;METROS CUBICOS;REGALIAS;2798439;22496
1;3;2023;2;METROS CUBICOS;REGALIAS;29156;0
1;4;2023;1;METROS CUBICOS;REGALIAS;1284446;4795
6;8;2023;1;TONELADAS;REGALIAS;25087885552;508008
6;8;2023;2;TONELADAS;REGALIAS;27857462075;572027
1;2;2023;2;METROS CUBICOS;REGALIAS;3253881;10112
1;4;2023;2;METROS CUBICOS;REGALIAS;6353840;21
1;2;2023;2;METROS CUBICOS;REGALIAS;249813;776
1;4;2023;2;METROS CUBICOS;REGALIAS;48781;1612
5;8;2023;1;TONELADAS;REGALIAS;35588422992;374627
5;8;2023;1;TONELADAS;REGALIAS;54345978526;406718
5;8;2023;1;TONELADAS;REGALIAS;55228113428;529409
5;8;2023;2;TONELADAS;REGALIAS;33547720860;487846
5;8;2023;2;TONELADAS;REGALIAS;37456464338;474163
5;8;2023;2;TONELADAS;REGALIAS;9609660619;496873
7;8;2023;1;TONELADAS;REGALIAS;9599605502;153618
7;8;2023;1;TONELADAS;REGALIAS;11334046014;181373
7;8;2023;1;TONELADAS;REGALIAS;8981927406;143734
7;8;2023;1;TONELADAS;COMPENSACIÓN;17949347353;0
7;8;2023;2;TONELADAS;REGALIAS;11126293496;189594
7;8;2023;2;TONELADAS;REGALIAS;9046525384;154154
7;8;2023;2;TONELADAS;REGALIAS;9638653145;164244
7;8;2023;2;TONELADAS;COMPENSACIÓN;17886883215;0
1;8;2023;1;TONELADAS;REGALIAS;222171324;2976
1;9;2023;1;TONELADAS;REGALIAS;5168928;50952
1;9;2023;2;TONELADAS;REGALIAS;5907652;51557
1;2;2023;1;METROS CUBICOS;REGALIAS;1691391;5937
1;4;2023;1;METROS CUBICOS;REGALIAS;1450357;5414
1;9;2023;1;TONELADAS;REGALIAS;2915535;27754
1;9;2023;2;TONELADAS;REGALIAS;2717029;19251
1;28;2023;1;METROS CUBICOS;REGALIAS;2045507;120
1;28;2023;2;METROS CUBICOS;REGALIAS;1775094;94
1;28;2023;1;METROS CUBICOS;REGALIAS;643854;286
1;28;2023;2;METROS CUBICOS;REGALIAS;563743;262
1;15;2023;2;METROS CUBICOS;REGALIAS;141264;0
1;3;2023;1;METROS CUBICOS;REGALIAS;7817885;62847
1;3;2023;2;METROS CUBICOS;REGALIAS;7126600;50721
1;5;2023;1;GRAMOS;REGALIAS;622366559;72274
1;5;2023;1;GRAMOS;REGALIAS;829849159;89723
1;5;2023;1;GRAMOS;REGALIAS;1358741771;149219
1;5;2023;2;GRAMOS;REGALIAS;946806558;10104
1;5;2023;2;GRAMOS;REGALIAS;1125676274;121188
1;5;2023;2;GRAMOS;REGALIAS;762416377;81163
1;6;2023;1;GRAMOS;REGALIAS;1179983;10871
1;6;2023;1;GRAMOS;REGALIAS;1497577;13015
1;6;2023;1;GRAMOS;REGALIAS;2257150;20266
1;6;2023;2;GRAMOS;REGALIAS;1786029;16606
1;6;2023;2;GRAMOS;REGALIAS;1949345;17031
1;6;2023;2;GRAMOS;REGALIAS;1420319;12681
1;12;2023;1;GRAMOS;REGALIAS;5896957;1064
1;12;2023;2;GRAMOS;REGALIAS;1627948;274
1;3;2023;1;METROS CUBICOS;REGALIAS;6410000;50
1;1;2023;1;TONELADAS;REGALIAS;903447;322
1;8;2023;1;TONELADAS;REGALIAS;3107388998;46845
1;8;2023;2;TONELADAS;REGALIAS;10319137034;184085
8;29;2023;1;LIBRAS;REGALIAS;74444740933;20919919
8;29;2023;1;LIBRAS;COMPENSACIÓN;69127259437;0
1;15;2023;2;METROS CUBICOS;REGALIAS;7975846;157656
8;29;2023;1;LIBRAS;REGALIAS;1440347621;404756
8;29;2023;1;LIBRAS;COMPENSACIÓN;1337465648;0
1;2;2023;1;METROS CUBICOS;REGALIAS;2602292;9147
1;15;2023;2;METROS CUBICOS;REGALIAS;1968076;0
1;8;2023;1;TONELADAS;REGALIAS;14236393280;424471
1;8;2023;2;TONELADAS;REGALIAS;11918088892;318127
8;29;2023;1;LIBRAS;REGALIAS;23119950;6497
8;29;2023;1;LIBRAS;COMPENSACIÓN;21468525;0
1;15;2023;2;METROS CUBICOS;REGALIAS;1539108;0
1;5;2023;1;GRAMOS;REGALIAS;173035753;19717
1;5;2023;1;GRAMOS;REGALIAS;144459264;15878
1;5;2023;1;GRAMOS;REGALIAS;196695528;21429
1;5;2023;2;GRAMOS;REGALIAS;152937240;16454
1;5;2023;2;GRAMOS;REGALIAS;190000843;20337
1;5;2023;2;GRAMOS;REGALIAS;231546738;24879
1;6;2023;1;GRAMOS;REGALIAS;247873;2228
1;6;2023;1;GRAMOS;REGALIAS;204444;1778
1;6;2023;1;GRAMOS;REGALIAS;304105;2737
1;6;2023;2;GRAMOS;REGALIAS;224617;2084
1;6;2023;2;GRAMOS;REGALIAS;268812;2409
1;6;2023;2;GRAMOS;REGALIAS;271357;2379
1;9;2023;1;TONELADAS;REGALIAS;81817;8065
1;2;2023;1;METROS CUBICOS;REGALIAS;4709;0
8;29;2023;1;LIBRAS;REGALIAS;3863924762;1085812
8;29;2023;1;LIBRAS;COMPENSACIÓN;3587930136;0
1;15;2023;2;METROS CUBICOS;REGALIAS;2888138;0
1;5;2023;1;GRAMOS;REGALIAS;443065638;4999
1;5;2023;1;GRAMOS;REGALIAS;584579573;63697
1;5;2023;1;GRAMOS;REGALIAS;660280670;72014
1;5;2023;2;GRAMOS;REGALIAS;623885349;66692
1;5;2023;2;GRAMOS;REGALIAS;837381958;90007
1;5;2023;2;GRAMOS;REGALIAS;525802601;56531
1;6;2023;1;GRAMOS;REGALIAS;423898;3688
1;6;2023;1;GRAMOS;REGALIAS;451919;3928
1;6;2023;1;GRAMOS;REGALIAS;270565;2467
1;6;2023;2;GRAMOS;REGALIAS;355236;3328
1;6;2023;2;GRAMOS;REGALIAS;877051;7692
1;6;2023;2;GRAMOS;REGALIAS;296688;2633
1;2;2023;1;METROS CUBICOS;REGALIAS;135524;0
1;2;2023;2;METROS CUBICOS;REGALIAS;20185;0
1;4;2023;2;METROS CUBICOS;REGALIAS;139126;0
1;2;2023;1;METROS CUBICOS;REGALIAS;1110676;4374
1;2;2023;2;METROS CUBICOS;REGALIAS;1654245;5768
1;4;2023;2;METROS CUBICOS;REGALIAS;1140193;4228
1;2;2023;1;METROS CUBICOS;REGALIAS;3699137;16421
1;3;2023;1;METROS CUBICOS;REGALIAS;2033197;16345
1;3;2023;2;METROS CUBICOS;REGALIAS;3990213;28399
1;4;2023;1;METROS CUBICOS;REGALIAS;776445;2899
1;4;2023;2;METROS CUBICOS;REGALIAS;994552;3287
1;3;2023;1;METROS CUBICOS;REGALIAS;1990161;20302
1;3;2023;2;METROS CUBICOS;REGALIAS;95656;8639
1;4;2023;1;METROS CUBICOS;REGALIAS;984839;4666
1;4;2023;2;METROS CUBICOS;REGALIAS;1445619;6063
1;8;2023;1;TONELADAS;REGALIAS;402915921;10284
1;2;2023;1;METROS CUBICOS;REGALIAS;4025122;13978
1;2;2023;2;METROS CUBICOS;REGALIAS;4980000;1546
1;4;2023;1;METROS CUBICOS;REGALIAS;8132268;30196
1;4;2023;2;METROS CUBICOS;REGALIAS;6880000;2273
1;2;2023;1;METROS CUBICOS;REGALIAS;88632;3111
1;4;2023;1;METROS CUBICOS;REGALIAS;1189789;4442
1;3;2023;2;METROS CUBICOS;REGALIAS;8511137;85424
1;2;2023;1;METROS CUBICOS;REGALIAS;25069;0
1;2;2023;2;METROS CUBICOS;REGALIAS;29312;0
1;3;2023;1;METROS CUBICOS;REGALIAS;4455;0
1;3;2023;2;METROS CUBICOS;REGALIAS;6751;0
1;4;2023;1;METROS CUBICOS;REGALIAS;103933;0
1;4;2023;2;METROS CUBICOS;REGALIAS;117036;0
1;2;2023;1;METROS CUBICOS;REGALIAS;10210100;35836
1;4;2023;1;METROS CUBICOS;REGALIAS;2152200;8034
1;8;2023;1;TONELADAS;REGALIAS;191180835;411
1;8;2023;2;TONELADAS;REGALIAS;316842857;9617
1;1;2023;1;TONELADAS;REGALIAS;7331502;29515
1;8;2023;1;TONELADAS;REGALIAS;5320963040;131438
1;8;2023;2;TONELADAS;REGALIAS;2140491491;7057
1;4;2023;2;METROS CUBICOS;REGALIAS;2346659;7756
1;2;2023;1;METROS CUBICOS;REGALIAS;404243;1793
1;4;2023;1;METROS CUBICOS;REGALIAS;404032;1772
1;24;2023;1;QUILATES;REGALIAS;14322319;0
1;24;2023;1;QUILATES;REGALIAS;26214263;0
1;24;2023;2;QUILATES;REGALIAS;1045509;0
1;24;2023;2;QUILATES;REGALIAS;41934;0
1;27;2023;1;QUILATES;REGALIAS;24316331;688
1;27;2023;1;QUILATES;REGALIAS;82298627;666
1;27;2023;1;QUILATES;REGALIAS;9149915;86
1;27;2023;2;QUILATES;REGALIAS;12036483;89
1;27;2023;2;QUILATES;REGALIAS;1211476;5
1;1;2023;1;TONELADAS;REGALIAS;635444;2265
1;1;2023;2;TONELADAS;REGALIAS;583982;2106
1;8;2023;1;TONELADAS;REGALIAS;5154485904;130974
1;8;2023;2;TONELADAS;REGALIAS;1634636033;48929
1;2;2023;2;METROS CUBICOS;REGALIAS;4552;0
1;4;2023;2;METROS CUBICOS;REGALIAS;14143;0
1;4;2023;1;METROS CUBICOS;REGALIAS;2858006;10669
1;2;2023;1;METROS CUBICOS;REGALIAS;9334;3276
1;4;2023;1;METROS CUBICOS;REGALIAS;424795;1404
1;3;2023;1;METROS CUBICOS;REGALIAS;2178;0
1;8;2023;1;TONELADAS;REGALIAS;5240616419;117627
1;8;2023;2;TONELADAS;REGALIAS;2381334413;62236
1;7;2023;1;TONELADAS;REGALIAS;5901017;2452
1;3;2023;1;METROS CUBICOS;REGALIAS;455;36
1;4;2023;1;METROS CUBICOS;REGALIAS;15394;0
1;4;2023;2;METROS CUBICOS;REGALIAS;11225;0
1;1;2023;1;TONELADAS;REGALIAS;1105740;3941
1;1;2023;2;TONELADAS;REGALIAS;818433;2917
1;3;2023;1;METROS CUBICOS;REGALIAS;28806754;231501
1;3;2023;2;METROS CUBICOS;REGALIAS;46103478;328123
1;4;2023;1;METROS CUBICOS;REGALIAS;72778095;271693
1;4;2023;2;METROS CUBICOS;REGALIAS;71437541;23611
1;2;2023;1;METROS CUBICOS;REGALIAS;943;3309
1;2;2023;2;METROS CUBICOS;REGALIAS;1006811;3129
1;4;2023;1;METROS CUBICOS;REGALIAS;216;80
1;4;2023;2;METROS CUBICOS;REGALIAS;28562;94
1;1;2023;1;TONELADAS;REGALIAS;2216994;8191
1;1;2023;2;TONELADAS;REGALIAS;909727;283
1;4;2023;1;METROS CUBICOS;REGALIAS;1064009;5168
1;4;2023;2;METROS CUBICOS;REGALIAS;1119022;4812
1;8;2023;1;TONELADAS;REGALIAS;190392184;455
1;2;2023;2;METROS CUBICOS;REGALIAS;2489473;7736
1;4;2023;2;METROS CUBICOS;REGALIAS;1088216;3597
1;2;2023;2;METROS CUBICOS;REGALIAS;106221;0
1;4;2023;1;METROS CUBICOS;REGALIAS;477961;0
1;4;2023;2;METROS CUBICOS;REGALIAS;295677;0
1;2;2023;1;METROS CUBICOS;REGALIAS;443975;1558
1;4;2023;1;METROS CUBICOS;REGALIAS;1070354;3996
1;3;2023;2;METROS CUBICOS;REGALIAS;1366280;9724
1;13;2023;2;METROS CUBICOS;REGALIAS;3290552;11728
1;2;2023;1;METROS CUBICOS;REGALIAS;2558738;10857
1;2;2023;2;METROS CUBICOS;REGALIAS;3268362;1228
1;4;2023;1;METROS CUBICOS;REGALIAS;3608201;16286
1;4;2023;2;METROS CUBICOS;REGALIAS;4609308;18421
1;13;2023;2;METROS CUBICOS;REGALIAS;12873;46
1;3;2023;1;METROS CUBICOS;REGALIAS;1226667;9879
9;30;2023;1;TONELADAS;REGALIAS;728032328;91834
9;30;2023;2;TONELADAS;REGALIAS;835088127;9326
1;1;2023;1;TONELADAS;REGALIAS;248403;1
1;1;2023;2;TONELADAS;REGALIAS;928698;1
1;1;2023;1;TONELADAS;REGALIAS;16702797;60445
1;2;2023;1;METROS CUBICOS;REGALIAS;10722600;39577
1;3;2023;1;METROS CUBICOS;REGALIAS;17176122;138073
1;3;2023;2;METROS CUBICOS;REGALIAS;4722404;3361
1;4;2023;1;METROS CUBICOS;REGALIAS;3143711;11736
1;4;2023;2;METROS CUBICOS;REGALIAS;4476988;14797
1;3;2023;2;METROS CUBICOS;REGALIAS;1831502;0
1;8;2023;1;TONELADAS;REGALIAS;5635167006;139177
1;8;2023;2;TONELADAS;REGALIAS;2519522233;65407
1;3;2023;1;METROS CUBICOS;REGALIAS;5828967;46858
1;3;2023;2;METROS CUBICOS;REGALIAS;5084903;3619
1;3;2023;1;METROS CUBICOS;REGALIAS;535317;0
1;3;2023;2;METROS CUBICOS;REGALIAS;257271;0
1;4;2023;1;METROS CUBICOS;REGALIAS;264904;0
1;4;2023;2;METROS CUBICOS;REGALIAS;388806;0
1;8;2023;1;TONELADAS;REGALIAS;724383455;17143
1;8;2023;2;TONELADAS;REGALIAS;133388256;3838
1;7;2023;1;TONELADAS;REGALIAS;2038456;7858
1;7;2023;2;TONELADAS;REGALIAS;1150000;4231
1;1;2023;1;TONELADAS;REGALIAS;35;125
1;4;2023;1;METROS CUBICOS;REGALIAS;710752;24
1;4;2023;2;METROS CUBICOS;REGALIAS;518256;175
1;2;2023;1;METROS CUBICOS;REGALIAS;16796678;58938
1;2;2023;2;METROS CUBICOS;REGALIAS;1788614;5558
1;22;2023;1;TONELADAS;REGALIAS;172181726;59564
1;22;2023;2;TONELADAS;REGALIAS;207516721;77638
1;25;2023;2;QUILATES;REGALIAS;13402;0
1;2;2023;1;METROS CUBICOS;REGALIAS;3882762;13716
1;2;2023;2;METROS CUBICOS;REGALIAS;4550754;14232
1;3;2023;1;METROS CUBICOS;REGALIAS;690045;5583
1;3;2023;2;METROS CUBICOS;REGALIAS;1048167;7508
1;4;2023;1;METROS CUBICOS;REGALIAS;16097588;60483
1;4;2023;2;METROS CUBICOS;REGALIAS;18169841;6044
1;8;2023;1;TONELADAS;REGALIAS;115508700;2467
1;8;2023;2;TONELADAS;REGALIAS;291830619;5092
1;2;2023;2;METROS CUBICOS;REGALIAS;914648;3172
1;4;2023;1;METROS CUBICOS;REGALIAS;4116539;17152
1;4;2023;2;METROS CUBICOS;REGALIAS;2546003;9392
1;8;2023;1;TONELADAS;REGALIAS;113860476;5753
